"crash_unit_id","crash_record_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1255080","b2d6acc029aa167909b8d10b840b3e3a90348def671b912c641811bd09ceaa3bd760b924a6a45b40a7ed49f3865c367d0d83419ea03a038bb235db13b2c35526","JE493407","2021-12-30T19:50:00.000","1","DRIVER",,"1191353",,"GENERAL MOTORS CORPORATION (GMC)","SIERRA","IN","2020","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255081","b2d6acc029aa167909b8d10b840b3e3a90348def671b912c641811bd09ceaa3bd760b924a6a45b40a7ed49f3865c367d0d83419ea03a038bb235db13b2c35526","JE493407","2021-12-30T19:50:00.000","2","DRIVER",,"1191357",,"TOYOTA","PRIUS","IL","2010","NONE","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,,,,,"Y","Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255050","a602b07157b0024dedc0d584b8a182220122f0d3ab686cfcbb7d792adad3d11d0e4eaf57f479d64dfc085c2f591c8d3d0fadcdc4ab81d99e2b79652f0a3f243c","JE493344","2021-12-30T19:45:00.000","1","DRIVER",,"1191322",,"CHEVROLET","VENTURE","IL","2003","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255051","a602b07157b0024dedc0d584b8a182220122f0d3ab686cfcbb7d792adad3d11d0e4eaf57f479d64dfc085c2f591c8d3d0fadcdc4ab81d99e2b79652f0a3f243c","JE493344","2021-12-30T19:45:00.000","2","DRIVER","1","1191325",,"CHEVROLET","EQUINOX","IL","2008","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,,,,,,,"Y",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255099","f1e08f7e5f5813c9fc51037bc1a3fe56981d53a5e540139cc4861bb6a5644b4c05ea219d603a80bc0213a3f2a6b98c1f9627e10628b3e048511172563704b91a","JE493361","2021-12-30T19:45:00.000","1","DRIVER","1","1191378",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","TX","2017","UNKNOWN","PASSENGER","PERSONAL","W","PASSING/OVERTAKING",,,"2",,,,,,,,,,,,,"Y","Y","Y",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255100","f1e08f7e5f5813c9fc51037bc1a3fe56981d53a5e540139cc4861bb6a5644b4c05ea219d603a80bc0213a3f2a6b98c1f9627e10628b3e048511172563704b91a","JE493361","2021-12-30T19:45:00.000","2","DRIVER",,"1191386",,"DODGE","OTHER (EXPLAIN IN NARRATIVE)","IL","2014","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1256282","ca2107567bf31d485313b836e6bc56ed19b72aa85745846a70346fb75994db71d7fbe159120822378f7ff1a9d4b25dfe01a1b77d60c3fe82115c3c503d614fdb","JF101196","2021-12-30T19:30:00.000","1","DRIVER",,"1192465",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1256283","ca2107567bf31d485313b836e6bc56ed19b72aa85745846a70346fb75994db71d7fbe159120822378f7ff1a9d4b25dfe01a1b77d60c3fe82115c3c503d614fdb","JF101196","2021-12-30T19:30:00.000","2","PARKED",,"1192468",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","IL","2008","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,"Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255046","e6cb76b7335fe82e9ea0761778412e476610b730f476081cbeba4c9f1245def1a0dd21a72764af806caf8a8d295c7e8a7cc91f04b29352a2be2687ddd2b22a60","JE493354","2021-12-30T19:30:00.000","1","DRIVER",,"1191319",,"DODGE","CHARGER","IL","2012","NONE","PASSENGER","PERSONAL","NW","TURNING RIGHT",,,"1",,,,,,"Y","Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255047","e6cb76b7335fe82e9ea0761778412e476610b730f476081cbeba4c9f1245def1a0dd21a72764af806caf8a8d295c7e8a7cc91f04b29352a2be2687ddd2b22a60","JE493354","2021-12-30T19:30:00.000","2","DRIVER",,"1191323",,"VOLKSWAGEN","CC","IL","2012","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255031","115349f24b3342680e086bf68e0b8bfde3379c5645d1f1695455686f0f5708a7005a49e22311f1dfcccfb078f3796a4c5cf45c8359bf1f58dfd060189b705568","JE493318","2021-12-30T19:20:00.000","1","DRIVER",,"1191306",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","SW","TURNING LEFT",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255041","115349f24b3342680e086bf68e0b8bfde3379c5645d1f1695455686f0f5708a7005a49e22311f1dfcccfb078f3796a4c5cf45c8359bf1f58dfd060189b705568","JE493318","2021-12-30T19:20:00.000","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255021","33d2bb1538f5ea59f28e14f3e76b4c758124993598e8139ee8ef6ef90b199755fe3946651989c72e3cef489569ebf1e7b9f3f9e004831e4408e44fdf1d9734cf","JE493320","2021-12-30T19:20:00.000","1","DRIVER","1","1191308",,"CHEVROLET","MALIBU","IL","2014","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","MERGING",,,"2",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255022","33d2bb1538f5ea59f28e14f3e76b4c758124993598e8139ee8ef6ef90b199755fe3946651989c72e3cef489569ebf1e7b9f3f9e004831e4408e44fdf1d9734cf","JE493320","2021-12-30T19:20:00.000","2","DRIVER","4","1191299",,"TOYOTA","VENZA","IL","2021","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"5",,,,,,,,,"N","N","Y","Y","Y",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1256493","884a7f6b9de190109c1034ece200c8d595a6392fa0216474b7d40f67ef94de1abc98a31075a46730e2ea573a9b6c4e854b2b528d7dc7ba0c67a733cc5c948f7b","JF101533","2021-12-30T19:20:00.000","1","DRIVER",,"1192674",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1256494","884a7f6b9de190109c1034ece200c8d595a6392fa0216474b7d40f67ef94de1abc98a31075a46730e2ea573a9b6c4e854b2b528d7dc7ba0c67a733cc5c948f7b","JF101533","2021-12-30T19:20:00.000","2","PARKED",,"1192676",,"KIA","OPTIMA / K5","IL","2021","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,"Y","Y","Y",,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255056","6f0bfd99cb1698e068395d05b4983c5ee8e85ad52fed694da087d0fe5bcd0a70c90c3076a4e8122bbc6b5ca0454a979345c2d6be1fe78ff4da3d679a40e74e95","JE493355","2021-12-30T19:18:00.000","1","DRIVER",,"1191327",,"NISSAN","ROGUE","IL","2021","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255057","6f0bfd99cb1698e068395d05b4983c5ee8e85ad52fed694da087d0fe5bcd0a70c90c3076a4e8122bbc6b5ca0454a979345c2d6be1fe78ff4da3d679a40e74e95","JE493355","2021-12-30T19:18:00.000","2","DRIVER",,"1191331",,"FORD","EDGE","IL","2011","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255048","a87514d14ed57a61b3eb899382f25d3877d1df4a799c186e73305b2a527a05eb7dcb863f3a218e983edfe74ed3ee4d382002e63345e44cda3d253e4fe0988173","JE493327","2021-12-30T19:13:00.000","1","DRIVER",,"1191332",,"DODGE","RAM 1500 PU","IL","2014","UNKNOWN","PICKUP","UNKNOWN/NA","E","AVOIDING VEHICLES/OBJECTS","Y",,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255049","a87514d14ed57a61b3eb899382f25d3877d1df4a799c186e73305b2a527a05eb7dcb863f3a218e983edfe74ed3ee4d382002e63345e44cda3d253e4fe0988173","JE493327","2021-12-30T19:13:00.000","2","PARKED",,"1191321",,"DODGE","DURANGO","IL","2004","UNKNOWN","PASSENGER","UNKNOWN/NA","E","PARKED",,,"0",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255063","57198cc44fb0ffed99e98720dbdb3bdbb9187e1a56c9dfeb80abd160046bababf64e8601f6b0b7d5217b588246a244a42998f0c93124b3091057a1c081f0045e","JE493377","2021-12-30T19:05:00.000","1","DRIVER",,"1191337",,"BUICK","VERANO","IL","2013","UNKNOWN","PASSENGER","PERSONAL","S","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255064","57198cc44fb0ffed99e98720dbdb3bdbb9187e1a56c9dfeb80abd160046bababf64e8601f6b0b7d5217b588246a244a42998f0c93124b3091057a1c081f0045e","JE493377","2021-12-30T19:05:00.000","2","DRIVER",,"1191342",,"CHEVROLET","TRAIL BLAZER","IL","2002","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y",,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255054","153414c0819a03df994b35d0bb367603fe1071bce640769858896ae09aa1a8885ccf32ca35e49955156886ebc857d447dae52c65218e8ae6fbb24bcd7bae9ca6","JE493311","2021-12-30T19:03:00.000","1","DRIVER",,"1191329",,"HONDA","CIVIC","IL","2007","NONE","PASSENGER","PERSONAL","S","TURNING LEFT",,,"1",,,,,"Y","Y",,,,,,,,"Y","Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255055","153414c0819a03df994b35d0bb367603fe1071bce640769858896ae09aa1a8885ccf32ca35e49955156886ebc857d447dae52c65218e8ae6fbb24bcd7bae9ca6","JE493311","2021-12-30T19:03:00.000","2","DRIVER",,"1191335",,"DODGE","JOURNEY","IN","2017","NONE","PASSENGER","PERSONAL","E","TURNING RIGHT",,,"1",,,,,,,,,,,"Y","Y","Y","Y","Y",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255019","11c406e82adb31e20a7c469e8079f30511af925ca9a9030d3a6c4e171af06901a125bb9e3eaa483e45dbdf01bbcf0b045dacc68891d8b335561bbcda15bf49fd","JE493323","2021-12-30T19:00:00.000","1","DRIVER",,"1191298",,"FORD","ECONOLINE E250","IL","2009","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255020","11c406e82adb31e20a7c469e8079f30511af925ca9a9030d3a6c4e171af06901a125bb9e3eaa483e45dbdf01bbcf0b045dacc68891d8b335561bbcda15bf49fd","JE493323","2021-12-30T19:00:00.000","2","DRIVER","1","1191304",,"CHEVROLET","MALIBU","IL","2012","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,,,,,"Y",,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255216","2e7a870526ec44e5b3f7d77b4b74cae24659ddc0d86c76f3ea9bc3adc009089ee8b7e4b9ecec3466c79d2f6f2860e8f997f99e41290e122379010d36fc1fd8c4","JE493791","2021-12-30T19:00:00.000","1","DRIVER",,"1191488",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255217","2e7a870526ec44e5b3f7d77b4b74cae24659ddc0d86c76f3ea9bc3adc009089ee8b7e4b9ecec3466c79d2f6f2860e8f997f99e41290e122379010d36fc1fd8c4","JE493791","2021-12-30T19:00:00.000","2","PARKED",,"1191487",,"AUDI","OTHER (EXPLAIN IN NARRATIVE)","IL","2009","UNKNOWN","PASSENGER","PERSONAL","W","PARKED",,,"0",,,,,"Y",,,,"Y","Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255232","40b0179c267591ef4c32ca26b2fdfa0f77dbca31178dfceb4304c36367c34fe863bf65e0b3ae14ab723b928e3e5a86a04c14b177134d463757bf3274b79eddb9","JE493834","2021-12-30T19:00:00.000","1","DRIVER",,"1191499",,"NISSAN","ALTIMA","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","NE","U-TURN",,,"1",,,,,,,,,,,"Y",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255233","40b0179c267591ef4c32ca26b2fdfa0f77dbca31178dfceb4304c36367c34fe863bf65e0b3ae14ab723b928e3e5a86a04c14b177134d463757bf3274b79eddb9","JE493834","2021-12-30T19:00:00.000","2","DRIVER","1","1191501",,"FORD","MUSTANG","TX","2014","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255052","2cdf385b8245843ff3f4ba08069fddc15cced225456c91f922bd03ce30284d83619d59a5e7261650c5b60991386e93f98ca6ec67879c0a9a3ec151a27edaab66","JE493340","2021-12-30T18:30:00.000","1","DRIVER","1","1191324",,"BMW","X3","IL","2014","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255053","2cdf385b8245843ff3f4ba08069fddc15cced225456c91f922bd03ce30284d83619d59a5e7261650c5b60991386e93f98ca6ec67879c0a9a3ec151a27edaab66","JE493340","2021-12-30T18:30:00.000","2","DRIVER",,"1191334","Y","FREIGHTLINER CORPORATION","FREIGHTLINER CORP.","IL","2007","UNKNOWN","TRACTOR W/O SEMI-TRAILER","COMMERCIAL - SINGLE UNIT","E","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y",,,,,,,,,"REAR","13733","3099190","076488","609612","DRIVER",,"US MAX LOGISTICS INC","IL","CHICAGO","N",,,"N","N",,"U",,"N","U",,,,,,,,,"TRUCK/TRACTOR",,,"N","N",
"1255032","6e92e729d81e397336dfcfc0aa1365e10c60b341b631d2c40227ff835486b385027fcaf152061d2474a48384376494066ea84649a3f9d1d9d54d5f36fa00e0fd","JE493339","2021-12-30T18:30:00.000","1","DRIVER",,"1191307",,"TOYOTA","CAMRY","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255033","6e92e729d81e397336dfcfc0aa1365e10c60b341b631d2c40227ff835486b385027fcaf152061d2474a48384376494066ea84649a3f9d1d9d54d5f36fa00e0fd","JE493339","2021-12-30T18:30:00.000","2","DRIVER",,"1191310",,"FORD","TRANSIT","IL",,"NONE","TRUCK - SINGLE UNIT","OTHER","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255270","915b7bed9ddf3ea121ef6a6c343fdb4ace6c7f1c3b5eb25d6c6c127eabba1911208e50d5a2decb4cf00106ef3315f01e976c6779ad823a2353680ecacca35ace","JE493918","2021-12-30T18:30:00.000","1","DRIVER",,"1191539",,"CHEVROLET","TRAIL BLAZER","IL","2002","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255271","915b7bed9ddf3ea121ef6a6c343fdb4ace6c7f1c3b5eb25d6c6c127eabba1911208e50d5a2decb4cf00106ef3315f01e976c6779ad823a2353680ecacca35ace","JE493918","2021-12-30T18:30:00.000","2","DRIVER",,"1191543",,"JEEP","GRAND CHEROKEE","IL","2008","NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255023","4ded115d8e5400487a4ec6cb282026b51abf4a0e56c4c52cf53652726b6e2b103332e80517d26ae795bb9893edcef9eeeb68aa80f2f1393e6a63ecb2a3a3b552","JE493326","2021-12-30T18:27:00.000","1","DRIVER",,"1191305",,"HONDA","OTHER (EXPLAIN IN NARRATIVE)","IL","2014","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255024","4ded115d8e5400487a4ec6cb282026b51abf4a0e56c4c52cf53652726b6e2b103332e80517d26ae795bb9893edcef9eeeb68aa80f2f1393e6a63ecb2a3a3b552","JE493326","2021-12-30T18:27:00.000","2","DRIVER",,"1191311",,"JEEP","GRAND CHEROKEE","IL","2008","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255073","28391729d712815d0f82577d23023f2f14776205d72c13871a6998b72e679e2c1942a06a04033bfcc9c68fab66a6cf357c87c4cf39fcf18c6e8f22f724bd56da","JE493272","2021-12-30T18:26:00.000","1","DRIVER",,"1191348",,"FORD","ESCAPE","IL","2009","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"enr","104 doty",,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255010","3ec574a697d4e602a47997d295596f0f30c8712d0d0ec0910cc6a66250749cd9821c5a2fa4e813bf552a939ef2bcae6e28e5150d7205972dc4b2e4e6f0406e41","JE493277","2021-12-30T18:25:00.000","1","DRIVER","1","1191302",,"HONDA","CIVIC","IL","2005","NONE","PASSENGER","PERSONAL","W","TURNING LEFT",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255011","3ec574a697d4e602a47997d295596f0f30c8712d0d0ec0910cc6a66250749cd9821c5a2fa4e813bf552a939ef2bcae6e28e5150d7205972dc4b2e4e6f0406e41","JE493277","2021-12-30T18:25:00.000","2","DRIVER",,"1191339",,"FORD","FOCUS","IL","2013","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,,,,,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254999","8684d2efb1954576cb30640b5323576cda81efb3e11d1c510716fdc37eb702291326f3de6c0acb1edc8d407d43ecdaf897fe5316891ad9bbf6677d6723e2f0f2","JE493274","2021-12-30T18:25:00.000","1","DRIVER",,"1191276",,"HONDA","CIVIC","IL","2004","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255000","8684d2efb1954576cb30640b5323576cda81efb3e11d1c510716fdc37eb702291326f3de6c0acb1edc8d407d43ecdaf897fe5316891ad9bbf6677d6723e2f0f2","JE493274","2021-12-30T18:25:00.000","2","DRIVER",,"1191280",,"VOLKSWAGEN","TIGUAN","IL","2010","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254989","c17e9ebe20be1a2e68babdabc900b7b750863a36c71d5a4feaf1cc0744ef55fa04b084dd186b08f0a5f86001d46b759cb715f7b6ebaaf40df02cce014a3fabce","JE493266","2021-12-30T18:20:00.000","1","DRIVER",,"1191271",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254990","c17e9ebe20be1a2e68babdabc900b7b750863a36c71d5a4feaf1cc0744ef55fa04b084dd186b08f0a5f86001d46b759cb715f7b6ebaaf40df02cce014a3fabce","JE493266","2021-12-30T18:20:00.000","2","DRIVER",,"1191287",,"HONDA","OTHER (EXPLAIN IN NARRATIVE)","IL","2016","UNKNOWN","PASSENGER","UNKNOWN/NA","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255008","6f7f3c8aec99160cd503dc7e2db2f55d7ecb34fd8ea94b66cbf2d81d7a74a49b41fbf7c4b4ac04dae3e2e266e5ba545cfe4d62d2e13c30b9b8fff188b6893700","JE493273","2021-12-30T18:13:00.000","1","DRIVER",,"1191291",,"JEEP","COMPASS","IN","2021","UNKNOWN","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255009","6f7f3c8aec99160cd503dc7e2db2f55d7ecb34fd8ea94b66cbf2d81d7a74a49b41fbf7c4b4ac04dae3e2e266e5ba545cfe4d62d2e13c30b9b8fff188b6893700","JE493273","2021-12-30T18:13:00.000","2","DRIVER",,"1191294",,"HONDA","CIVIC","IL","2007","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255101","a4ab86f88f61ac0f1d58e2f7ed730ec2c832a49c278aead2aa80877c14b8cb25ad6d70454d38cb4090750fa408118097d5ed5380ffdcb3590733aadcd9bbd44a","JE493455","2021-12-30T18:00:00.000","1","DRIVER",,"1191375",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255102","a4ab86f88f61ac0f1d58e2f7ed730ec2c832a49c278aead2aa80877c14b8cb25ad6d70454d38cb4090750fa408118097d5ed5380ffdcb3590733aadcd9bbd44a","JE493455","2021-12-30T18:00:00.000","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254981","a7c9756ccdf773cece9f9b6a91aca7ce8629deb2fa85a9001ff3e58253d179dda78664133043892fc6acf42b2ecd2440d001e4a59c59ae57866ddc16c0c88357","JE493247","2021-12-30T17:55:00.000","1","DRIVER",,"1191256",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254982","a7c9756ccdf773cece9f9b6a91aca7ce8629deb2fa85a9001ff3e58253d179dda78664133043892fc6acf42b2ecd2440d001e4a59c59ae57866ddc16c0c88357","JE493247","2021-12-30T17:55:00.000","2","DRIVER",,"1191264",,"CADILLAC","OTHER (EXPLAIN IN NARRATIVE)","IL","2022","NONE","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y","Y","Y",,,,,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255029","2fa4a0b8f0e21d9cbcd22af6e4eb3b4402995f504e39ef5ebb9f9ea43b97de180052e8e05eb910358f5ab429d495b7afa9cb8181da3a852dedb07502351edd78","JE493254","2021-12-30T17:53:00.000","1","DRIVER",,"1191309",,"HONDA","CIVIC","IL","2002","UNKNOWN","PASSENGER","PERSONAL","W","STARTING IN TRAFFIC","Y",,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
