"crash_unit_id","crash_record_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1254505","cb697f5d4586f9d7c0ea2f3568387f190a5f1542677a76f598f4292c2e01752c76b1248b9203a5ae77e16653c5cc0cbe9863be973322075609254515abc3b3fb","JE492252","2021-12-29T18:00:00.000","2","DRIVER","1","1190811",,"CHEVROLET","EQUINOX","IL","2020","NONE","PASSENGER","OTHER","N","UNKNOWN/NA",,,"2",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254532","ed1c9039e6de73130b2000d73df72549d184bb12a509db44b2d930a35a6055a951a749f165c2868777f7a8be1c311fd3f6e6a09c1aef61de092b7c6c0c66d580","JE492300","2021-12-29T18:00:00.000","1","DRIVER",,"1190832",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","PASSENGER","PERSONAL","S","OTHER",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254533","ed1c9039e6de73130b2000d73df72549d184bb12a509db44b2d930a35a6055a951a749f165c2868777f7a8be1c311fd3f6e6a09c1aef61de092b7c6c0c66d580","JE492300","2021-12-29T18:00:00.000","2","DRIVER",,"1190835",,"NISSAN","ALTIMA","IL","2015","NONE","PASSENGER","PERSONAL","E","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254544","1b6b295c1f43f49ea26ec3c6a3453a65383c3095bf08fb120125f64706d570d931794e1d65b36e3f41b0b25802abcf7d051ae353029dc98f57cfbac7256a0296","JE492241","2021-12-29T17:45:00.000","1","DRIVER",,"1190847",,"TOYOTA","COROLLA","IL","2018","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254545","1b6b295c1f43f49ea26ec3c6a3453a65383c3095bf08fb120125f64706d570d931794e1d65b36e3f41b0b25802abcf7d051ae353029dc98f57cfbac7256a0296","JE492241","2021-12-29T17:45:00.000","2","DRIVER",,"1190855",,"CHEVROLET","AVALANCHE","IL","2009","NONE","PICKUP","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"N","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254516","623d6d22341d670bf1c9c68df7a4a860e071cfa3efebbaf0b9638ba98d5ecf633524741b457fd1ea37a1a871a7f19b598c19335a5ae94fcea3667c7db44a4e38","JE492267","2021-12-29T17:45:00.000","1","DRIVER",,"1190818",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","CHANGING LANES",,,"1",,,,,,,,,,,,,,,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254517","623d6d22341d670bf1c9c68df7a4a860e071cfa3efebbaf0b9638ba98d5ecf633524741b457fd1ea37a1a871a7f19b598c19335a5ae94fcea3667c7db44a4e38","JE492267","2021-12-29T17:45:00.000","2","DRIVER",,"1190821",,"HONDA","CR-V","IL","2021","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254524","b77e17327e0cf0cd36a35f1da858dd091d3c862290cbd3e453001cda5a4cc7b9711879f617d45bfaa0f3d2e219dc7bc8b1add70ab81b2027d4f5fd9ef5571ebd","JE492274","2021-12-29T17:45:00.000","1","DRIVER",,"1190831",,"FORD","F350","IL","2019","NONE","PICKUP","PERSONAL","E","CHANGING LANES",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254525","b77e17327e0cf0cd36a35f1da858dd091d3c862290cbd3e453001cda5a4cc7b9711879f617d45bfaa0f3d2e219dc7bc8b1add70ab81b2027d4f5fd9ef5571ebd","JE492274","2021-12-29T17:45:00.000","2","DRIVER","1","1190844",,"NISSAN","VERSA","IL","2016","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,"Y",,,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254616","6fd7b6f13b6641b2c66838aedd9b6b41ea2272bc9d6d8ed06c4aaaf080e807b430f8fcc9f6d9b6ad81047ef5cf9a0419848694d43ac87c70fe939f7974dd5c88","JE492411","2021-12-29T17:40:00.000","1","DRIVER",,"1190921",,"CHEVROLET","EQUINOX","IL","2016","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254617","6fd7b6f13b6641b2c66838aedd9b6b41ea2272bc9d6d8ed06c4aaaf080e807b430f8fcc9f6d9b6ad81047ef5cf9a0419848694d43ac87c70fe939f7974dd5c88","JE492411","2021-12-29T17:40:00.000","2","DRIVER",,"1190925",,"SUBARU","OUTBACK","IL","2015","UNKNOWN","PASSENGER","UNKNOWN/NA","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254520","2602174376ea65cf1d4979c91842dc606e77b869459b80429812deaf900d1236e8baca3c43709c5e5c89f9d883d8a84fd1e9d146e3a0d59c62cfb1aaee3df76c","JE492257","2021-12-29T17:30:00.000","1","DRIVER",,"1190816",,"FORD","FUSION","MI","2016","UNKNOWN","PASSENGER","PERSONAL","E","TURNING RIGHT",,,"1",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254521","2602174376ea65cf1d4979c91842dc606e77b869459b80429812deaf900d1236e8baca3c43709c5e5c89f9d883d8a84fd1e9d146e3a0d59c62cfb1aaee3df76c","JE492257","2021-12-29T17:30:00.000","2","DRIVER",,"1190824",,"VOLKSWAGEN","GOLF","IL","2018","NONE","PASSENGER","PERSONAL","E","TURNING RIGHT",,,"1",,,,,"Y","Y","Y",,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254528","485c15529303fe4bfe95452a222e8baea3949ce766988c868d01788c5869dc138112804c5338bcee87f01c5cf8a4595b264d792df278104ef6949e79c88d0e6a","JE492219","2021-12-29T17:23:00.000","1","DRIVER",,"1190837",,"CHEVROLET","TAHOE","IL","2011","UNKNOWN","PASSENGER","PERSONAL","S","TURNING LEFT",,,"1",,,,,,,,,,,,,,,"Y",,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254529","485c15529303fe4bfe95452a222e8baea3949ce766988c868d01788c5869dc138112804c5338bcee87f01c5cf8a4595b264d792df278104ef6949e79c88d0e6a","JE492219","2021-12-29T17:23:00.000","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254488","9413646f8fc552d41d34949d83c2054d78122b0eb429343eb0f5dd967af3bcbfa07356232e4d94bda3b610e0a1aed8fde35788f9c459bc1ba6a71ecfc9cf7d1c","JE492195","2021-12-29T17:11:00.000","1","DRIVER",,"1190796",,"VOLKSWAGEN","JETTA",,"2015","NONE","PASSENGER","PERSONAL","E","BACKING",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254489","9413646f8fc552d41d34949d83c2054d78122b0eb429343eb0f5dd967af3bcbfa07356232e4d94bda3b610e0a1aed8fde35788f9c459bc1ba6a71ecfc9cf7d1c","JE492195","2021-12-29T17:11:00.000","2","DRIVER",,"1190803",,"VOLKSWAGEN","TIGUAN","IL","2021","NONE","PASSENGER","PERSONAL","E","TURNING RIGHT",,,"1",,,,,,,,,,,,,"Y",,,,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254502","2e032f2c2f89774025d1b3ac0b959f8efe75d40bc646ba0c63c506fa686372b497c3410243a3a10c801ac2ef536b590a5dd469e21217114e7319daa8480f852f","JE492197","2021-12-29T17:10:00.000","1","DRIVER","1","1190807",,"FORD","F350","IL","2016","NONE","OTHER","AMBULANCE","S","BACKING",,,"2",,,,,,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254503","2e032f2c2f89774025d1b3ac0b959f8efe75d40bc646ba0c63c506fa686372b497c3410243a3a10c801ac2ef536b590a5dd469e21217114e7319daa8480f852f","JE492197","2021-12-29T17:10:00.000","2","PARKED","1","1190809",,"UNKNOWN","ENGINE",,"1900","UNKNOWN","PASSENGER","UNKNOWN/NA","N","PARKED",,,"1",,,,"Y",,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254509","4abd1fc99261d1d1f4b309425a48282a1a3066cf643a56116340d2783afad61c6c301c6725ff7ac49dbcd2b4c9132f98aaa80a5d5a5cd26a440c4d09536be95e","JE492211","2021-12-29T17:10:00.000","1","DRIVER",,"1190808",,"AUDI","OTHER (EXPLAIN IN NARRATIVE)","IL","2006","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"PRIVATE","UNKNOWN",,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254510","4abd1fc99261d1d1f4b309425a48282a1a3066cf643a56116340d2783afad61c6c301c6725ff7ac49dbcd2b4c9132f98aaa80a5d5a5cd26a440c4d09536be95e","JE492211","2021-12-29T17:10:00.000","2","DRIVER",,"1190813",,"BUICK","OTHER (EXPLAIN IN NARRATIVE)","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254511","4abd1fc99261d1d1f4b309425a48282a1a3066cf643a56116340d2783afad61c6c301c6725ff7ac49dbcd2b4c9132f98aaa80a5d5a5cd26a440c4d09536be95e","JE492211","2021-12-29T17:10:00.000","3","DRIVER","1","1190823",,"TOYOTA","SIENNA","IL","2006","NONE","VAN/MINI-VAN","PERSONAL","W","TURNING LEFT",,,"2",,,,,,,"Y","Y","Y",,,,,"N","N","N",,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254490","544732c0c3d1d3008483f6bfb6c8d5b793db614ece1c5510c84855fb0f214b40d1b04e0831ef0a4adcbba8ce26a59bdb88f775b64545bed3d8323575cb418b29","JE492223","2021-12-29T17:10:00.000","1","DRIVER","1","1190797",,"DODGE","CALIBER","IL","2010","NONE","PASSENGER","PERSONAL","E","ENTER FROM DRIVE/ALLEY",,,"2",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254491","544732c0c3d1d3008483f6bfb6c8d5b793db614ece1c5510c84855fb0f214b40d1b04e0831ef0a4adcbba8ce26a59bdb88f775b64545bed3d8323575cb418b29","JE492223","2021-12-29T17:10:00.000","2","DRIVER",,"1190802",,"FORD","EXPLORER","IL","2017","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,"Y","Y",,,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254496","d725076730fe24ac745a08d06c25ae09a5250281aa2cba4a6586dc6d1b011cac0b1b3480628d845e670b005487fb1395cc0e1a5d5fedddcd70a1a2fc96390464","JE492216","2021-12-29T17:10:00.000","1","DRIVER",,"1190800",,"DODGE","JOURNEY","IN","2013","UNKNOWN","PASSENGER","PERSONAL","W","BACKING",,,"1",,,,,,,,,"Y","Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254497","d725076730fe24ac745a08d06c25ae09a5250281aa2cba4a6586dc6d1b011cac0b1b3480628d845e670b005487fb1395cc0e1a5d5fedddcd70a1a2fc96390464","JE492216","2021-12-29T17:10:00.000","2","DRIVER",,"1190805",,"CHRYSLER","200","IL","2015","NONE","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254484","3b90f922d30c90b2a468b7764002f1e91e5ee9c4cf91d52bd7ef97844fa18cf6e09b9aaf70233dc6878453862e19387919d30d475427f39e5ac08fdbed9eed60","JE492222","2021-12-29T17:05:00.000","1","DRIVER",,"1190792",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","CHANGING LANES",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254485","3b90f922d30c90b2a468b7764002f1e91e5ee9c4cf91d52bd7ef97844fa18cf6e09b9aaf70233dc6878453862e19387919d30d475427f39e5ac08fdbed9eed60","JE492222","2021-12-29T17:05:00.000","2","DRIVER",,"1190801",,"CHEVROLET","EXPRESS","IL","2019","NONE","VAN/MINI-VAN","COMMERCIAL - SINGLE UNIT","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"Y","Y",,,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254835","919d256474e7a631e8842a3c8f9ae0969798117644a931e4627bc096e143942f993f2cfb02447aa4a3dafda2f7be97210e3d08302bc58cadbf20c0231a954f8a","JE492976","2021-12-29T17:00:00.000","1","DRIVER",,"1191118",,"HONDA","OTHER (EXPLAIN IN NARRATIVE)","IL","2011","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254836","919d256474e7a631e8842a3c8f9ae0969798117644a931e4627bc096e143942f993f2cfb02447aa4a3dafda2f7be97210e3d08302bc58cadbf20c0231a954f8a","JE492976","2021-12-29T17:00:00.000","2","DRIVER",,"1191126",,"SUBARU","CROSSTREK",,,"UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y","Y","Y",,,,,"N",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254706","d81ca6ea0b7cdb5565171e508ea5c06d62beaaeb127c6a669b418b48ff2bbbfdd0b4d2bd0fcd8a20cdbee9060ff19f8c5d06711b40f8c4c6af7e2a5dd73ef8cf","JE492689","2021-12-29T17:00:00.000","1","DRIVER",,"1191007",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254707","d81ca6ea0b7cdb5565171e508ea5c06d62beaaeb127c6a669b418b48ff2bbbfdd0b4d2bd0fcd8a20cdbee9060ff19f8c5d06711b40f8c4c6af7e2a5dd73ef8cf","JE492689","2021-12-29T17:00:00.000","2","PARKED",,"1191005",,"CHEVROLET","MALIBU","IL","2021","NONE","PASSENGER","PERSONAL","E","PARKED",,,"0",,,,,"Y",,,,"N",,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254486","6c2c24d07559675fbff78b0bcf713ae6e9e12127b018c3891735b8157ece50f7f2a0d97787125c97750dbc084c36cde8cb01b7ca8c916fa5ec3444c03ba1a545","JE492229","2021-12-29T16:50:00.000","1","DRIVER","1","1190790",,"BUICK","LACROSSE",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254487","6c2c24d07559675fbff78b0bcf713ae6e9e12127b018c3891735b8157ece50f7f2a0d97787125c97750dbc084c36cde8cb01b7ca8c916fa5ec3444c03ba1a545","JE492229","2021-12-29T16:50:00.000","2","DRIVER",,"1190794",,"GENERAL MOTORS CORPORATION (GMC)","ACADIA","IL","2017","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254526","c280c0e6d319d29e043ebfff84914b84db1107e7fde52007f39a585049962dfe001e62cda375883fa47b93c26ec50ecc3238a8ce7b2fee4cc10fcc15f8abad59","JE492288","2021-12-29T16:45:00.000","1","DRIVER",,"1190836",,"VOLKSWAGEN","GTI","IL","2012","NONE","PASSENGER","PERSONAL","W","U-TURN",,,"1",,,,,,,,,,,,,"Y","Y","Y","Y",,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254527","c280c0e6d319d29e043ebfff84914b84db1107e7fde52007f39a585049962dfe001e62cda375883fa47b93c26ec50ecc3238a8ce7b2fee4cc10fcc15f8abad59","JE492288","2021-12-29T16:45:00.000","2","DRIVER",,"1190841",,"JEEP","RENEGADE","IL","2015","NONE","PASSENGER","PERSONAL","W","AVOIDING VEHICLES/OBJECTS",,,"1",,,,,"Y","Y","Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254478","b7778c2c1cd00731051807f2318033973b69c5c9d0c5f9b0e22af6a4e53e4f79eecea6817b9aa460ed4f50a3a8e2113aae2e32c5d76acc5952b00dbfcdbee54f","JE492187","2021-12-29T16:42:00.000","1","DRIVER","1","1190789",,"NISSAN","MAXIMA","IL","2004","UNKNOWN","PASSENGER","PERSONAL","N","TURNING LEFT","Y",,"2",,"private tow",,,"Y","Y",,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254479","b7778c2c1cd00731051807f2318033973b69c5c9d0c5f9b0e22af6a4e53e4f79eecea6817b9aa460ed4f50a3a8e2113aae2e32c5d76acc5952b00dbfcdbee54f","JE492187","2021-12-29T16:42:00.000","2","DRIVER",,"1190825",,"HYUNDAI","AZERA","IL",,"NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"private tow",,,,,,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254480","b7778c2c1cd00731051807f2318033973b69c5c9d0c5f9b0e22af6a4e53e4f79eecea6817b9aa460ed4f50a3a8e2113aae2e32c5d76acc5952b00dbfcdbee54f","JE492187","2021-12-29T16:42:00.000","3","DRIVER","1","1190814",,"HYUNDAI","ELANTRA","IL",,"NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254542","6169ee1abc264093904b7b5d2249ba37159dbd43688c7dc13c2a9e6b32f790f409991474f91f288272bf0dd2c7ffd25cdfff45387f5eda11527ad5a4b53603ea","JE492297","2021-12-29T16:40:00.000","1","DRIVER",,"1190840",,"FORD","F550","IL","2012","NONE","TRUCK - SINGLE UNIT","COMMERCIAL - SINGLE UNIT","SE","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254543","6169ee1abc264093904b7b5d2249ba37159dbd43688c7dc13c2a9e6b32f790f409991474f91f288272bf0dd2c7ffd25cdfff45387f5eda11527ad5a4b53603ea","JE492297","2021-12-29T16:40:00.000","2","DRIVER",,"1190851",,"HYUNDAI","ELANTRA","IL","2021","NONE","PASSENGER","PERSONAL","SE","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1257017","5ec01591577a402b77119b4009a7736d97c19d75469677cb6ad049073a6d2f0517678d845807f44bff815edc1434b7b9e9f2b2bff67fc5c1e5b32010324aaa99","JE492174","2021-12-29T16:20:00.000","1","DRIVER",,"1193167",,"SUBARU","FORESTER","IL","2015","NONE","PASSENGER","PERSONAL","NW","TURNING LEFT","Y",,"1",,"unk","unk",,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1257018","5ec01591577a402b77119b4009a7736d97c19d75469677cb6ad049073a6d2f0517678d845807f44bff815edc1434b7b9e9f2b2bff67fc5c1e5b32010324aaa99","JE492174","2021-12-29T16:20:00.000","2","DRIVER","2","1193168",,"HONDA","CIVIC","IL","2015","NONE","PASSENGER","PERSONAL","SE","STRAIGHT AHEAD",,,"3",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254461","fd991d2f3a232358c63bc5860e717bb55caee032ac330fa2ec0f02283c15e735f85fd2f03994e3f50be8db6cd242b1dde7085d2eaa5b09f207f8951565f6e14e","JE492147","2021-12-29T16:10:00.000","1","DRIVER",,"1190768",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2012","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254462","fd991d2f3a232358c63bc5860e717bb55caee032ac330fa2ec0f02283c15e735f85fd2f03994e3f50be8db6cd242b1dde7085d2eaa5b09f207f8951565f6e14e","JE492147","2021-12-29T16:10:00.000","2","PARKED",,"1190777",,"FORD","TRANSIT","OK","2019","UNKNOWN","VAN/MINI-VAN","OTHER","E","PARKED",,,"0",,,,,,,,,,,,,,,"Y",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254884","a31bbeac8945fd92c567619317156ef6e546e92a2ff1433aabc451ff29fd64d566d868966e5c9bbd0897140d5e8735d9a421a9d77d2f47b7fcb43d89ec93a31a","JE492948","2021-12-29T16:05:00.000","1","DRIVER",,"1191167",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","UNKNOWN/NA",,,"1",,,,,"Y","Y",,"Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254885","a31bbeac8945fd92c567619317156ef6e546e92a2ff1433aabc451ff29fd64d566d868966e5c9bbd0897140d5e8735d9a421a9d77d2f47b7fcb43d89ec93a31a","JE492948","2021-12-29T16:05:00.000","2","DRIVER",,"1191193",,"KIA","SOUL","FL","2018","NONE","PASSENGER","RIDESHARE SERVICE","S","STRAIGHT AHEAD","Y",,"1",,,,,"Y","Y",,"Y","Y",,"Y","Y","Y","Y","Y",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1258214","04d950dee5e598a0cc3b0b99fe55bd5c88ab2c4a7439973202c78eb8d2814ffacae4f6f043135564a60b23cfa0be7a20b92975d34d0cf9ed48ecefd4c7dfe6c5","JF104567","2021-12-29T16:00:00.000","1","DRIVER",,"1194323",,"LEXUS","ES350","IL","2019","UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1258215","04d950dee5e598a0cc3b0b99fe55bd5c88ab2c4a7439973202c78eb8d2814ffacae4f6f043135564a60b23cfa0be7a20b92975d34d0cf9ed48ecefd4c7dfe6c5","JF104567","2021-12-29T16:00:00.000","2","DRIVER",,"1194327",,"KIA","FORTE","IL","2021","UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y","Y",,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254474","3770a345058a755b97652df5e642e38e01b580f2e2904d4ab74112912c587d945323d52f4fdd196b7fa191cb22dd3ae204d5be935e93c157c0fd2fad3fad4a93","JE492204","2021-12-29T16:00:00.000","1","DRIVER",,"1190781",,"HYUNDAI","SONATA","IL","2003","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254475","3770a345058a755b97652df5e642e38e01b580f2e2904d4ab74112912c587d945323d52f4fdd196b7fa191cb22dd3ae204d5be935e93c157c0fd2fad3fad4a93","JE492204","2021-12-29T16:00:00.000","2","DRIVER",,"1190784",,"HONDA","CR-V","IL","2009","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y","Y",,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254506","385404bcdb8fb13e6d01672abc15ead09448c539a3a2d856a4b3b402bc68c808d3534ba9c4855b50a2868bc8404cce0a272d41b5ff871defa9daf8b0bf6f2caa","JE492138","2021-12-29T16:00:00.000","1","DRIVER",,"1190812",,"BMW","530I","IL","2019","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"TO BE ARRANGED BY OWNER","TBD",,"Y","Y",,,,,,,,"Y","Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254507","385404bcdb8fb13e6d01672abc15ead09448c539a3a2d856a4b3b402bc68c808d3534ba9c4855b50a2868bc8404cce0a272d41b5ff871defa9daf8b0bf6f2caa","JE492138","2021-12-29T16:00:00.000","2","DRIVER",,"1190829",,"CHEVROLET","MALIBU","IL","2014","UNKNOWN","PASSENGER","PERSONAL","S","CHANGING LANES","Y",,"1",,"TO BE ARRANGED BY OWNER","TBD",,"Y","Y",,,"Y","Y","Y",,,"Y","Y","Y",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
